date_qtr,asced3_code,lfs_status,sex,weight_sum,n
01/01/2017,623,1,2,51518.73959,149
01/01/2017,623,2,1,11817.36758,37
01/01/2017,623,2,2,8661.17965,26
01/01/2017,623,3,1,319457.5118,910
01/01/2017,623,3,2,490262.0752,1313
01/02/2017,100,1,1,NA,NA
01/02/2017,100,1,2,NA,NA
01/02/2017,100,3,1,NA,NA
01/02/2017,100,3,2,NA,NA
01/02/2017,110,1,1,72544.7299,216
01/02/2017,110,1,2,53041.49437,158
01/02/2017,110,2,1,NA,NA
01/02/2017,110,2,2,NA,NA
01/02/2017,110,3,1,20093.87815,67
01/02/2017,110,3,2,17767.06733,52
01/02/2017,111,1,1,NA,NA
01/02/2017,111,1,2,NA,NA
01/02/2017,114,1,1,11802.9603,32
01/02/2017,114,1,2,6451.490408,18
01/02/2017,114,3,1,NA,NA
01/02/2017,114,3,2,NA,NA
01/02/2017,120,1,1,384288.7138,1007
01/02/2017,120,1,2,367276.4137,955
01/02/2017,120,2,1,20491.79739,50
01/02/2017,120,2,2,18680.18776,49
01/02/2017,120,3,1,65202.76519,195
01/02/2017,120,3,2,95908.31451,249
01/02/2017,200,1,1,NA,NA
01/02/2017,200,1,2,NA,NA
01/02/2017,200,3,1,NA,NA
01/02/2017,211,1,1,125948.8546,331
01/02/2017,211,1,2,197142.1479,538
01/02/2017,211,2,1,5478.447336,13
01/02/2017,211,2,2,7256.424287,18
01/02/2017,211,3,1,32878.42112,92
01/02/2017,211,3,2,71650.54273,209
01/02/2017,221,1,1,27424.73298,74
01/02/2017,221,1,2,45485.79885,131
01/02/2017,221,2,1,NA,NA
01/02/2017,221,2,2,NA,NA
01/02/2017,221,3,1,8348.392959,21
01/02/2017,221,3,2,17359.02785,47
01/02/2017,310,1,1,1217924.027,3106
01/02/2017,310,1,2,1386351.786,3638
01/02/2017,310,2,1,46128.66891,117
01/02/2017,310,2,2,65204.19168,171
01/02/2017,310,3,1,226404.0353,654
01/02/2017,310,3,2,426074.429,1193
01/02/2017,400,1,1,25194.63631,76
01/02/2017,400,1,2,39096.31476,105
01/02/2017,400,2,1,NA,NA
01/02/2017,400,2,2,NA,NA
01/02/2017,400,3,1,63787.01818,166
01/02/2017,400,3,2,69482.39514,183
01/02/2017,411,1,1,197787.759,557
01/02/2017,411,1,2,203149.7452,568
01/02/2017,411,2,1,8267.093915,21
01/02/2017,411,2,2,6519.806436,20
01/02/2017,411,3,1,51102.28971,154
01/02/2017,411,3,2,94660.80321,285
01/02/2017,413,1,1,11494.34636,27
01/02/2017,413,1,2,NA,NA
01/02/2017,413,2,1,NA,NA
01/02/2017,413,3,1,NA,NA
01/02/2017,413,3,2,NA,NA
01/02/2017,421,1,1,379176.224,1024
01/02/2017,421,1,2,454262.88,1212
01/02/2017,421,2,1,19044.48084,43
01/02/2017,421,2,2,31683.57024,76
01/02/2017,421,3,1,49261.11868,140
01/02/2017,421,3,2,163459.5389,430
01/02/2017,500,1,1,6315.750386,15
01/02/2017,500,1,2,NA,NA
01/02/2017,500,2,2,NA,NA
01/02/2017,500,3,1,6889.168777,20
01/02/2017,500,3,2,13938.08552,39
01/02/2017,510,1,1,NA,NA
01/02/2017,510,1,2,3366.956086,10
01/02/2017,510,2,1,NA,NA
01/02/2017,510,3,1,NA,NA
01/02/2017,510,3,2,NA,NA
01/02/2017,511,1,1,317282.292,854
01/02/2017,511,1,2,321387.3547,867
01/02/2017,511,2,1,9902.340652,30
01/02/2017,511,2,2,19889.64099,46
01/02/2017,511,3,1,56111.84101,152
01/02/2017,511,3,2,101072.0477,287
01/02/2017,514,1,1,1320484.033,3808
01/02/2017,514,1,2,486285.6014,1293
01/02/2017,514,2,1,47776.9134,128
01/02/2017,514,2,2,43826.80794,114
01/02/2017,514,3,1,475623.743,1420
01/02/2017,514,3,2,254222.5809,699
01/02/2017,520,1,1,NA,NA
01/02/2017,520,1,2,NA,NA
01/02/2017,520,2,1,NA,NA
01/02/2017,520,3,1,NA,NA
01/02/2017,520,3,2,4260.221408,11
01/02/2017,521,1,1,NA,NA
01/02/2017,521,1,2,4347.705553,12
01/02/2017,521,2,1,NA,NA
01/02/2017,521,2,2,NA,NA
01/02/2017,521,3,1,5944.806118,15
01/02/2017,521,3,2,11446.4731,28
01/02/2017,524,1,1,NA,NA
01/02/2017,524,1,2,NA,NA
01/02/2017,524,2,1,NA,NA
01/02/2017,524,3,1,NA,NA
01/02/2017,524,3,2,4359.473639,12
01/02/2017,611,1,1,1083816.094,2870
01/02/2017,611,1,2,993532.5978,2655
01/02/2017,611,2,1,107545.8489,297
01/02/2017,611,2,2,77822.59757,217
01/02/2017,611,3,1,404045.4162,1189
01/02/2017,611,3,2,622791.7085,1713
01/02/2017,613,1,1,274331.0825,795
01/02/2017,613,1,2,279862.2383,808
01/02/2017,613,2,1,41299.29785,113
01/02/2017,613,2,2,37832.53073,104
01/02/2017,613,3,1,177221.0656,530
01/02/2017,613,3,2,234123.8758,712
01/02/2017,621,1,1,552489.1576,1587
01/02/2017,621,1,2,475359.5522,1379
01/02/2017,621,2,1,62607.9371,187
01/02/2017,621,2,2,50890.64566,146
01/02/2017,621,3,1,411531.2228,1205
01/02/2017,621,3,2,735611.6973,2170
01/02/2017,622,1,1,164724.4988,465
01/02/2017,622,1,2,98516.26931,287
01/02/2017,622,2,1,24159.22543,68
01/02/2017,622,2,2,18026.55676,48
01/02/2017,622,3,1,263013.5042,765
01/02/2017,622,3,2,338813.4231,986
01/02/2017,623,1,1,84893.23681,225
01/02/2017,623,1,2,54611.50758,155
01/02/2017,623,2,1,13078.37589,35
01/02/2017,623,2,2,7892.858077,24
01/02/2017,623,3,1,309219.1043,896
01/02/2017,623,3,2,479285.5251,1308
01/03/2017,100,1,1,NA,NA
01/03/2017,100,1,2,NA,NA
01/03/2017,100,3,2,NA,NA
01/03/2017,110,1,1,71677.36302,215
01/03/2017,110,1,2,53854.40541,156
01/03/2017,110,2,1,NA,NA
01/03/2017,110,2,2,NA,NA
01/03/2017,110,3,1,20404.94204,66
01/03/2017,110,3,2,14576.08115,45
01/03/2017,111,1,1,NA,NA
01/03/2017,111,1,2,NA,NA
01/03/2017,111,2,1,NA,NA
01/03/2017,111,3,1,NA,NA
01/03/2017,114,1,1,13247.75206,37
01/03/2017,114,1,2,7632.966084,21
01/03/2017,114,3,1,NA,NA
01/03/2017,114,3,2,NA,NA
01/03/2017,120,1,1,383149.1991,1026
01/03/2017,120,1,2,379704.2476,1024
01/03/2017,120,2,1,17418.04288,51
01/03/2017,120,2,2,20383.59232,58
01/03/2017,120,3,1,64251.78392,191
01/03/2017,120,3,2,98317.9421,273
01/03/2017,200,1,1,NA,NA
01/03/2017,200,1,2,NA,NA
01/03/2017,211,1,1,125632.1404,345
01/03/2017,211,1,2,193125.544,547
01/03/2017,211,2,1,3620.310694,10
01/03/2017,211,2,2,6711.422213,18
01/03/2017,211,3,1,34293.70587,102
01/03/2017,211,3,2,68721.5637,192
01/03/2017,221,1,1,27912.58327,76
01/03/2017,221,1,2,46773.13718,140
01/03/2017,221,2,1,NA,NA
01/03/2017,221,2,2,NA,NA
01/03/2017,221,3,1,8858.286129,23
01/03/2017,221,3,2,14125.70373,39
01/03/2017,310,1,1,1218299.356,3209
01/03/2017,310,1,2,1390567.685,3753
01/03/2017,310,2,1,43086.27531,107
01/03/2017,310,2,2,58151.81157,158
01/03/2017,310,3,1,229421.0341,658
01/03/2017,310,3,2,426916.4441,1216
01/03/2017,400,1,1,25875.71264,77
01/03/2017,400,1,2,34393.52463,97
01/03/2017,400,2,1,NA,NA
01/03/2017,400,2,2,NA,NA
01/03/2017,400,3,1,57990.83327,153
01/03/2017,400,3,2,65569.91294,175
01/03/2017,411,1,1,191037.7436,568
01/03/2017,411,1,2,199130.5649,582
01/03/2017,411,2,1,7603.436882,22
01/03/2017,411,2,2,8492.731112,24
01/03/2017,411,3,1,52141.22249,162
01/03/2017,411,3,2,91443.21415,272
01/03/2017,413,1,1,11199.15403,29
01/03/2017,413,1,2,2778.325682,11
01/03/2017,413,2,1,NA,NA
01/03/2017,413,3,1,NA,NA
01/03/2017,413,3,2,NA,NA
01/03/2017,421,1,1,372631.1597,1026
01/03/2017,421,1,2,456402.4508,1263
01/03/2017,421,2,1,17764.41329,50
01/03/2017,421,2,2,26630.68305,67
01/03/2017,421,3,1,52060.57481,156
01/03/2017,421,3,2,156361.6517,424
01/03/2017,500,1,1,7196.817911,17
01/03/2017,500,1,2,3275.903761,11
01/03/2017,500,2,1,NA,NA
01/03/2017,500,3,1,5468.398014,16
01/03/2017,500,3,2,15546.84451,43
01/03/2017,510,1,1,NA,NA
01/03/2017,510,1,2,3953.008007,12
01/03/2017,510,2,1,NA,NA
01/03/2017,510,3,1,NA,NA
01/03/2017,510,3,2,NA,NA
01/03/2017,511,1,1,314825.796,882
01/03/2017,511,1,2,318364.3178,885
01/03/2017,511,2,1,11587.84868,37
01/03/2017,511,2,2,21051.22119,53
01/03/2017,511,3,1,53192.85366,152
01/03/2017,511,3,2,95293.62447,277
01/03/2017,514,1,1,1313107.105,3846
01/03/2017,514,1,2,472182.8265,1306
01/03/2017,514,2,1,52835.26573,146
01/03/2017,514,2,2,41577.19113,117
01/03/2017,514,3,1,484857.5169,1422
01/03/2017,514,3,2,245829.3846,702
01/03/2017,520,1,1,NA,NA
01/03/2017,520,1,2,NA,NA
01/03/2017,520,2,1,NA,NA
01/03/2017,520,3,1,NA,NA
01/03/2017,520,3,2,3739.783161,12
01/03/2017,521,1,1,3821.883466,15
01/03/2017,521,1,2,4799.310889,14
01/03/2017,521,2,1,NA,NA
01/03/2017,521,2,2,NA,NA
01/03/2017,521,3,1,5326.074205,18
01/03/2017,521,3,2,10190.71032,23
01/03/2017,524,1,1,NA,NA
01/03/2017,524,1,2,NA,NA
01/03/2017,524,2,1,NA,NA
01/03/2017,524,2,2,NA,NA
01/03/2017,524,3,1,NA,NA
01/03/2017,524,3,2,NA,NA
01/03/2017,611,1,1,1105212.803,2986
01/03/2017,611,1,2,1032182.188,2843
01/03/2017,611,2,1,98810.27981,280
01/03/2017,611,2,2,90423.93661,261
01/03/2017,611,3,1,420256.5837,1210
01/03/2017,611,3,2,634975.4669,1776
01/03/2017,613,1,1,281481.1813,837
01/03/2017,613,1,2,271088.2468,801
01/03/2017,613,2,1,33158.87216,98
01/03/2017,613,2,2,36327.13834,105
01/03/2017,613,3,1,176709.4336,532
01/03/2017,613,3,2,238641.4851,721
01/03/2017,621,1,1,542408.6395,1625
01/03/2017,621,1,2,483844.4004,1414
01/03/2017,621,2,1,61240.19274,169
01/03/2017,621,2,2,43167.44962,132
01/03/2017,621,3,1,424688.0244,1280
01/03/2017,621,3,2,737246.0178,2154
01/03/2017,622,1,1,160794.8539,460
01/03/2017,622,1,2,98477.29237,288
01/03/2017,622,2,1,23474.48137,66
01/03/2017,622,2,2,16489.00344,49
01/03/2017,622,3,1,264256.7153,786
01/03/2017,622,3,2,340721.6963,988
01/03/2017,623,1,1,79610.54018,217
01/03/2017,623,1,2,49811.83214,147
01/03/2017,623,2,1,14975.31742,41
01/03/2017,623,2,2,7607.459599,23
01/03/2017,623,3,1,309566.6313,879
01/03/2017,623,3,2,483731.4703,1289
01/04/2017,100,1,1,NA,NA
01/04/2017,100,1,2,NA,NA
01/04/2017,100,2,2,NA,NA
01/04/2017,100,3,1,NA,NA
01/04/2017,100,3,2,NA,NA
01/04/2017,110,1,1,76996.06957,208
01/04/2017,110,1,2,48776.39998,140
01/04/2017,110,2,2,NA,NA
01/04/2017,110,3,1,21884.34432,70
01/04/2017,110,3,2,14570.95601,44
01/04/2017,111,1,1,NA,NA
01/04/2017,111,1,2,NA,NA
01/04/2017,111,2,1,NA,NA
01/04/2017,111,3,1,NA,NA
01/04/2017,114,1,1,13301.09797,37
01/04/2017,114,1,2,6279.252789,17
01/04/2017,114,3,1,NA,NA
01/04/2017,114,3,2,NA,NA
01/04/2017,120,1,1,379653.314,1001
01/04/2017,120,1,2,378033.2408,989
01/04/2017,120,2,1,15400.33671,37
01/04/2017,120,2,2,19310.11128,50
01/04/2017,120,3,1,63298.65823,184
01/04/2017,120,3,2,97156.18604,257
01/04/2017,200,1,1,NA,NA
01/04/2017,200,1,2,NA,NA
01/04/2017,200,3,1,NA,NA
01/04/2017,200,3,2,NA,NA
01/04/2017,211,1,1,116825.5373,319
01/04/2017,211,1,2,192888.7879,523
01/04/2017,211,2,1,5116.024262,14
01/04/2017,211,2,2,3514.151838,12
01/04/2017,211,3,1,33946.05768,98
01/04/2017,211,3,2,69087.19445,197
01/04/2017,221,1,1,26896.65496,75
01/04/2017,221,1,2,45320.86378,129
01/04/2017,221,2,1,NA,NA
01/04/2017,221,2,2,NA,NA
01/04/2017,221,3,1,10291.28829,26
01/04/2017,221,3,2,13528.99543,37
01/04/2017,310,1,1,1215274.479,3150
01/04/2017,310,1,2,1398018.584,3682
01/04/2017,310,2,1,34087.20877,94
01/04/2017,310,2,2,56470.38707,153
01/04/2017,310,3,1,231114.9019,679
01/04/2017,310,3,2,431190.1661,1208
01/04/2017,400,1,1,27966.75377,82
01/04/2017,400,1,2,31442.63776,89
01/04/2017,400,2,1,NA,NA
01/04/2017,400,2,2,NA,NA
01/04/2017,400,3,1,50463.41333,135
01/04/2017,400,3,2,62787.77043,170
01/04/2017,411,1,1,194172.6628,569
01/04/2017,411,1,2,203376.2929,573
01/04/2017,411,2,1,5341.66953,18
01/04/2017,411,2,2,8679.04469,23
01/04/2017,411,3,1,56443.04984,173
01/04/2017,411,3,2,95454.24645,292
01/04/2017,413,1,1,11238.38734,26
01/04/2017,413,1,2,NA,NA
01/04/2017,413,2,1,NA,NA
01/04/2017,413,3,1,NA,NA
01/04/2017,413,3,2,NA,NA
01/04/2017,421,1,1,366865.928,1005
01/04/2017,421,1,2,467171.7677,1257
01/04/2017,421,2,1,19735.88251,51
01/04/2017,421,2,2,27797.17856,72
01/04/2017,421,3,1,48755.67332,158
01/04/2017,421,3,2,158334.2374,437
01/04/2017,500,1,1,7248.864654,17
01/04/2017,500,1,2,2252.453219,10
01/04/2017,500,2,1,NA,NA
01/04/2017,500,3,1,4252.598314,14
01/04/2017,500,3,2,16820.0878,46
01/04/2017,510,1,1,NA,NA
01/04/2017,510,1,2,NA,NA
01/04/2017,510,2,2,NA,NA
01/04/2017,510,3,1,NA,NA
01/04/2017,510,3,2,NA,NA
01/04/2017,511,1,1,318376.0716,893
01/04/2017,511,1,2,323923.2971,883
01/04/2017,511,2,1,11389.18667,33
01/04/2017,511,2,2,15161.23277,41
01/04/2017,511,3,1,53726.17654,151
01/04/2017,511,3,2,94667.39812,272
01/04/2017,514,1,1,1338462.198,3853
01/04/2017,514,1,2,478670.483,1322
01/04/2017,514,2,1,50835.19527,144
01/04/2017,514,2,2,42043.18078,115
01/04/2017,514,3,1,468203.5477,1382
01/04/2017,514,3,2,241136.7153,688
01/04/2017,520,1,1,NA,NA
01/04/2017,520,1,2,NA,NA
01/04/2017,520,2,1,NA,NA
01/04/2017,520,3,1,4741.16395,13
01/04/2017,520,3,2,NA,NA
01/04/2017,521,1,1,3478.070927,11
01/04/2017,521,1,2,4793.830281,13
01/04/2017,521,2,1,NA,NA
01/04/2017,521,3,1,4424.879118,13
01/04/2017,521,3,2,9456.429401,24
01/04/2017,524,1,1,NA,NA
01/04/2017,524,1,2,NA,NA
01/04/2017,524,2,2,NA,NA
01/04/2017,524,3,1,NA,NA
01/04/2017,524,3,2,NA,NA
01/04/2017,611,1,1,1132434.724,3058
01/04/2017,611,1,2,1026357.573,2816
01/04/2017,611,2,1,87181.78788,250
01/04/2017,611,2,2,76578.93413,240
01/04/2017,611,3,1,417934.3381,1212
01/04/2017,611,3,2,631849.6355,1748
01/04/2017,613,1,1,285069.7289,840
01/04/2017,613,1,2,264017.905,765
01/04/2017,613,2,1,26742.64929,76
01/04/2017,613,2,2,36816.29476,108
01/04/2017,613,3,1,177759.5188,544
01/04/2017,613,3,2,247422.5043,720
01/04/2017,621,1,1,550596.7143,1610
01/04/2017,621,1,2,493461.0623,1428
01/04/2017,621,2,1,56954.73567,165
01/04/2017,621,2,2,40989.97542,126
01/04/2017,621,3,1,430117.4967,1280
01/04/2017,621,3,2,739577.6341,2186
01/04/2017,622,1,1,156467.2574,447
01/04/2017,622,1,2,99333.05233,284
01/04/2017,622,2,1,24954.49412,71
01/04/2017,622,2,2,16150.25205,49
01/04/2017,622,3,1,267794.0014,787
01/04/2017,622,3,2,347885.9511,996
01/04/2017,623,1,1,87142.3309,248
01/04/2017,623,1,2,47826.90507,141
01/04/2017,623,2,1,8956.445258,28
01/04/2017,623,2,2,7006.046573,20
01/04/2017,623,3,1,306854.1919,869
01/04/2017,623,3,2,490372.7639,1281
01/05/2017,100,1,1,NA,NA
01/05/2017,100,1,2,NA,NA
01/05/2017,100,3,1,NA,NA
01/05/2017,100,3,2,NA,NA
01/05/2017,110,1,1,77995.9301,214
01/05/2017,110,1,2,50422.15004,148
01/05/2017,110,2,1,NA,NA
01/05/2017,110,2,2,NA,NA
01/05/2017,110,3,1,19702.41631,61
01/05/2017,110,3,2,14863.6451,39
01/05/2017,111,1,1,NA,NA
01/05/2017,111,1,2,NA,NA
01/05/2017,111,2,1,NA,NA
01/05/2017,114,1,1,11347.94439,37
01/05/2017,114,1,2,6620.754367,19
01/05/2017,114,3,1,NA,NA
01/05/2017,114,3,2,NA,NA
01/05/2017,120,1,1,373510.21,1010
01/05/2017,120,1,2,374387.3769,1015
01/05/2017,120,2,1,15107.31946,40
01/05/2017,120,2,2,14571.9401,37
01/05/2017,120,3,1,64120.11941,189
01/05/2017,120,3,2,96520.38031,264
01/05/2017,200,1,1,NA,NA
01/05/2017,200,1,2,NA,NA
01/05/2017,211,1,1,120578.0351,336
01/05/2017,211,1,2,199672.0941,552
01/05/2017,211,2,1,6160.988159,16
01/05/2017,211,2,2,5204.639776,14
01/05/2017,211,3,1,32473.47395,96
01/05/2017,211,3,2,64771.15454,188
01/05/2017,221,1,1,29128.94012,83
01/05/2017,221,1,2,41810.31037,114
01/05/2017,221,2,1,NA,NA
01/05/2017,221,2,2,NA,NA
01/05/2017,221,3,1,7744.955095,20
01/05/2017,221,3,2,14392.24017,40
01/05/2017,310,1,1,1220544.814,3159
01/05/2017,310,1,2,1417929.599,3767
01/05/2017,310,2,1,34259.91681,89
01/05/2017,310,2,2,48602.06958,131
01/05/2017,310,3,1,221794.9109,647
01/05/2017,310,3,2,424226.6384,1200
01/05/2017,400,1,1,25980.10004,77
01/05/2017,400,1,2,28430.53822,81
01/05/2017,400,2,1,NA,NA
01/05/2017,400,2,2,NA,NA
01/05/2017,400,3,1,49452.11732,134
01/05/2017,400,3,2,64099.35648,172
01/05/2017,411,1,1,197079.8204,575
01/05/2017,411,1,2,215482.1494,606
01/05/2017,411,2,1,7143.82903,25
01/05/2017,411,2,2,6666.713245,20
01/05/2017,411,3,1,53717.2732,167
01/05/2017,411,3,2,83934.71095,256
01/05/2017,413,1,1,9995.451946,27
01/05/2017,413,1,2,NA,NA
01/05/2017,413,2,1,NA,NA
01/05/2017,413,3,1,NA,NA
01/05/2017,413,3,2,NA,NA
01/05/2017,421,1,1,371767.9453,1006
01/05/2017,421,1,2,472461.2969,1278
01/05/2017,421,2,1,14378.58899,38
01/05/2017,421,2,2,25558.99754,67
01/05/2017,421,3,1,53283.30008,155
01/05/2017,421,3,2,151255.0796,417
01/05/2017,500,1,1,4418.942426,11
01/05/2017,500,1,2,NA,NA
01/05/2017,500,2,1,NA,NA
01/05/2017,500,2,2,NA,NA
01/05/2017,500,3,1,5320.270808,17
01/05/2017,500,3,2,12978.20799,36
01/05/2017,510,1,1,NA,NA
01/05/2017,510,1,2,NA,NA
01/05/2017,510,3,1,NA,NA
01/05/2017,510,3,2,4063.488828,11
01/05/2017,511,1,1,319991.689,904
01/05/2017,511,1,2,320662.685,903
01/05/2017,511,2,1,14128.13762,35
01/05/2017,511,2,2,15435.41516,42
01/05/2017,511,3,1,55141.44738,161
01/05/2017,511,3,2,87450.90776,252
01/05/2017,514,1,1,1335588.964,3867
01/05/2017,514,1,2,491359.053,1378
01/05/2017,514,2,1,48900.87579,142
01/05/2017,514,2,2,36131.20122,104
01/05/2017,514,3,1,483650.9947,1419
01/05/2017,514,3,2,242846.6245,681
01/05/2017,520,1,1,NA,NA
01/05/2017,520,1,2,NA,NA
01/05/2017,520,2,1,NA,NA
01/05/2017,520,2,2,NA,NA
01/05/2017,520,3,1,4228.248904,11
01/05/2017,520,3,2,3551.511442,11
01/05/2017,521,1,1,4426.502957,12
01/05/2017,521,1,2,5132.546829,14
01/05/2017,521,2,1,NA,NA
01/05/2017,521,2,2,NA,NA
01/05/2017,521,3,1,4501.996067,12
01/05/2017,521,3,2,7432.846408,23
01/05/2017,524,1,1,NA,NA
01/05/2017,524,1,2,NA,NA
01/05/2017,524,2,1,NA,NA
01/05/2017,524,2,2,NA,NA
01/05/2017,524,3,1,NA,NA
01/05/2017,524,3,2,NA,NA
01/05/2017,611,1,1,1117099.54,3032
01/05/2017,611,1,2,1035886.224,2817
01/05/2017,611,2,1,80075.27193,225
01/05/2017,611,2,2,77062.90156,215
01/05/2017,611,3,1,418855.8468,1196
01/05/2017,611,3,2,627233.6986,1765
01/05/2017,613,1,1,289706.3234,858
01/05/2017,613,1,2,258738.4333,746
01/05/2017,613,2,1,31606.60805,93
01/05/2017,613,2,2,29950.90251,84
01/05/2017,613,3,1,188270.579,568
01/05/2017,613,3,2,254314.832,742
01/05/2017,621,1,1,559028.7773,1616
01/05/2017,621,1,2,503291.2567,1439
01/05/2017,621,2,1,60972.81036,174
01/05/2017,621,2,2,39150.04615,118
01/05/2017,621,3,1,418628.1617,1257
01/05/2017,621,3,2,753408.084,2195
01/05/2017,622,1,1,150668.3733,420
01/05/2017,622,1,2,105321.0082,303
01/05/2017,622,2,1,24632.94551,71
01/05/2017,622,2,2,19372.03005,55
01/05/2017,622,3,1,281205.8524,819
01/05/2017,622,3,2,357788.8135,1052
01/05/2017,623,1,1,90232.88552,251
01/05/2017,623,1,2,40676.50488,124
01/05/2017,623,2,1,11615.42695,37
01/05/2017,623,2,2,7895.651777,24
01/05/2017,623,3,1,296395.3497,836
01/05/2017,623,3,2,473859.1481,1263
01/06/2017,100,1,1,NA,NA
01/06/2017,100,1,2,NA,NA
01/06/2017,100,3,1,NA,NA
01/06/2017,100,3,2,NA,NA
01/06/2017,110,1,1,77094.17665,215
01/06/2017,110,1,2,54152.74638,158
01/06/2017,110,2,1,NA,NA
01/06/2017,110,2,2,NA,NA
01/06/2017,110,3,1,21940.47822,65
01/06/2017,110,3,2,14513.9578,42
01/06/2017,111,1,1,NA,NA
01/06/2017,111,1,2,NA,NA
01/06/2017,111,2,1,NA,NA
01/06/2017,114,1,1,11746.89693,36
01/06/2017,114,1,2,7281.209737,21
01/06/2017,114,3,1,NA,NA
01/06/2017,114,3,2,NA,NA
01/06/2017,120,1,1,374044.238,1017
01/06/2017,120,1,2,374797.9099,993
01/06/2017,120,2,1,14135.30258,41
01/06/2017,120,2,2,18308.04087,46
01/06/2017,120,3,1,63710.83464,190
01/06/2017,120,3,2,86467.84096,238
01/06/2017,200,1,1,NA,NA
01/06/2017,200,1,2,NA,NA
01/06/2017,200,3,2,NA,NA
01/06/2017,211,1,1,121830.3977,330
01/06/2017,211,1,2,200198.1058,543
01/06/2017,211,2,1,4293.035012,12
01/06/2017,211,2,2,4835.156054,11
01/06/2017,211,3,1,31733.65371,94
01/06/2017,211,3,2,69711.48237,198
01/06/2017,221,1,1,27430.90014,80
01/06/2017,221,1,2,43749.19817,117
01/06/2017,221,2,1,NA,NA
01/06/2017,221,2,2,NA,NA
01/06/2017,221,3,1,7480.156467,19
01/06/2017,221,3,2,11972.63021,34
01/06/2017,310,1,1,1200483.22,3085
01/06/2017,310,1,2,1412920.682,3745
01/06/2017,310,2,1,43777.42209,106
01/06/2017,310,2,2,47965.08129,124
01/06/2017,310,3,1,238641.547,687
01/06/2017,310,3,2,425611.2315,1188
01/06/2017,400,1,1,26550.06599,75
01/06/2017,400,1,2,30112.1155,85
01/06/2017,400,2,1,NA,NA
01/06/2017,400,2,2,NA,NA
01/06/2017,400,3,1,46840.65908,125
01/06/2017,400,3,2,66759.44188,177
01/06/2017,411,1,1,197979.0393,577
01/06/2017,411,1,2,210032.0841,584
01/06/2017,411,2,1,7123.906696,23
01/06/2017,411,2,2,6426.304637,18
01/06/2017,411,3,1,59964.24225,182
01/06/2017,411,3,2,90381.47549,265
01/06/2017,413,1,1,7571.547009,19
01/06/2017,413,1,2,3494.105824,11
01/06/2017,413,2,1,NA,NA
01/06/2017,413,3,1,NA,NA
01/06/2017,413,3,2,NA,NA
01/06/2017,421,1,1,366434.6876,990
01/06/2017,421,1,2,478595.7486,1285
01/06/2017,421,2,1,12048.87344,36
01/06/2017,421,2,2,23355.88656,56
01/06/2017,421,3,1,54840.21772,156
01/06/2017,421,3,2,158021.831,432
01/06/2017,500,1,1,5954.779771,14
01/06/2017,500,1,2,2371.381077,10
01/06/2017,500,2,1,NA,NA
01/06/2017,500,3,1,5320.484015,17
01/06/2017,500,3,2,12736.04969,38
01/06/2017,510,1,1,NA,NA
01/06/2017,510,1,2,NA,NA
01/06/2017,510,3,1,NA,NA
01/06/2017,510,3,2,4373.503932,11
01/06/2017,511,1,1,319232.5123,883
01/06/2017,511,1,2,325245.7121,904
01/06/2017,511,2,1,15929.88869,38
01/06/2017,511,2,2,15636.97347,42
01/06/2017,511,3,1,54768.19664,159
01/06/2017,511,3,2,94667.72498,273
01/06/2017,514,1,1,1365180.333,3914
01/06/2017,514,1,2,499073.9311,1376
01/06/2017,514,2,1,53114.53672,148
01/06/2017,514,2,2,36923.39353,103
01/06/2017,514,3,1,471937.0987,1393
01/06/2017,514,3,2,231206.3337,655
01/06/2017,520,1,1,NA,NA
01/06/2017,520,1,2,NA,NA
01/06/2017,520,3,1,4660.072434,13
01/06/2017,520,3,2,3833.090871,12
01/06/2017,521,1,1,6872.18008,15
01/06/2017,521,1,2,5313.55577,19
01/06/2017,521,2,1,NA,NA
01/06/2017,521,2,2,NA,NA
01/06/2017,521,3,1,4464.397274,12
01/06/2017,521,3,2,4695.193801,18
01/06/2017,524,1,1,NA,NA
01/06/2017,524,1,2,NA,NA
01/06/2017,524,2,1,NA,NA
01/06/2017,524,2,2,NA,NA
01/06/2017,524,3,1,NA,NA
01/06/2017,524,3,2,NA,NA
01/06/2017,611,1,1,1109041.689,2976
01/06/2017,611,1,2,1042436.007,2823
01/06/2017,611,2,1,85382.87231,235
01/06/2017,611,2,2,74282.09418,219
01/06/2017,611,3,1,414276.9012,1201
01/06/2017,611,3,2,618234.4754,1726
01/06/2017,613,1,1,286699.1297,817
01/06/2017,613,1,2,258461.0772,752
01/06/2017,613,2,1,28528.74392,87
01/06/2017,613,2,2,24622.57339,75
01/06/2017,613,3,1,193610.4651,554
01/06/2017,613,3,2,258921.1749,729
01/06/2017,621,1,1,542728.6209,1595
01/06/2017,621,1,2,478820.2904,1374
01/06/2017,621,2,1,54598.80337,160
01/06/2017,621,2,2,42875.81539,125
01/06/2017,621,3,1,414007.3545,1222
01/06/2017,621,3,2,762740.828,2209
01/06/2017,622,1,1,148650.8861,421
01/06/2017,622,1,2,102921.6443,291
01/06/2017,622,2,1,25643.21852,74
01/06/2017,622,2,2,22752.93134,61
01/06/2017,622,3,1,279141.1831,802
01/06/2017,622,3,2,360819.1819,1033
01/06/2017,623,1,1,92131.7722,252
01/06/2017,623,1,2,44575.91257,131
01/06/2017,623,2,1,10624.98109,28
01/06/2017,623,2,2,8018.429839,25
01/06/2017,623,3,1,299147.8358,839
